CVEGEO,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 5,SEMANA 6,SEMANA 7,SEMANA 8,SEMANA 9,SEMANA 10,SEMANA 11,SEMANA 12,SEMANA 13,SEMANA 14,SEMANA 15,SEMANA 16,SEMANA 17,SEMANA 18,SEMANA 19,SEMANA 20
14101,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4
14102,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4
14103,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
14104,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14105,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
14106,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4
14107,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14108,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14109,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14110,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14111,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14112,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14113,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4
14114,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14115,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4
14116,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14117,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14118,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14119,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14120,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14121,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14122,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14123,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
14124,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14125,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
15001,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15002,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15003,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15004,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
15005,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15006,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15007,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15008,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15009,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15010,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
15011,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15012,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
15013,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15014,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15015,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15016,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15017,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15018,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15019,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15020,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15021,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15022,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15023,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15024,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15025,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15026,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15027,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15028,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15029,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15030,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15031,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15032,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15033,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15034,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15035,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15036,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15037,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15038,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15039,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15040,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15041,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15042,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15043,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15044,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15045,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15046,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15047,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15048,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15049,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15050,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15051,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15052,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15053,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15054,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4
15055,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4
15056,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15057,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4
15058,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15059,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15060,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15061,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15062,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15063,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15064,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15065,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15066,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
15067,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15068,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15069,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15070,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15071,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15072,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4
15073,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
15074,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15075,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15076,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15077,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4
15078,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
15079,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
15080,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
15081,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15082,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15083,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15084,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15085,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
15086,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4
15087,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15088,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15089,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15090,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4
15091,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15092,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15093,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15094,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15095,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15096,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15097,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
15098,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15099,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15100,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15101,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15102,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15103,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15104,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
15105,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15106,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4
15107,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4
15108,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15109,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15110,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4
15111,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15112,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15113,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15114,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15115,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15116,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
15117,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
15118,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4
15119,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4
15120,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15121,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15122,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15123,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15124,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15125,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16001,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16002,NA,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
16003,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16004,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16005,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
16006,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
16007,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16008,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4
16009,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
16010,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
16011,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16012,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4
16013,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
16014,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
16015,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4
16016,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16017,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16018,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16019,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16020,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
16021,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16022,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16023,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16024,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16025,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16026,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
16027,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16028,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16029,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
16030,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
16031,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16032,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16033,1,1,1,2,2,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4
16034,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16035,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
16036,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16037,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
16038,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16039,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16040,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16041,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16042,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16043,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16044,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
16045,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16046,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16047,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16048,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16049,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16050,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16051,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16052,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16053,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16054,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16055,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16056,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16057,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16058,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16059,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16060,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16061,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
16062,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16063,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
16064,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
16065,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16066,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16067,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
16068,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
16069,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16070,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4
16071,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16072,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
16073,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16074,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16075,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16076,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4
16077,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16078,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16079,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16080,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16081,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16082,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16083,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
16084,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16085,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16086,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16087,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16088,1,1,1,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
16089,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
16090,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16091,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16092,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
16093,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16094,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16095,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16096,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
16097,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16098,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
16099,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4
16100,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
16101,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16102,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
16103,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16104,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16105,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
16106,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16107,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16108,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16109,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16110,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16111,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16112,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
16113,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
17001,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
17002,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17003,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17004,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17005,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
17006,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17007,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17008,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17009,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17010,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17011,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17012,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17013,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17014,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
17015,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
17016,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17017,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17018,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17019,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17020,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17021,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17022,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17023,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17024,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17025,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17026,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17027,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
17028,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
17029,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17030,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
17031,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17032,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17033,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17034,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17035,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17036,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
18001,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18002,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18003,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18004,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18005,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18006,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
18007,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18008,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18009,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
18010,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18011,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18012,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18013,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18014,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18015,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4
18016,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18017,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18018,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18019,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18020,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
19001,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4
19002,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
